links_bchighwaycam,links_imageDisplay,links_imageThumbnail,links_replayTheDay,id,highway_number,highway_locationDescription,camName,caption,credit,orientation,latitude,longitude
https://images.drivebc.ca/bchighwaycam/pub/html/www/571.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/571.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/571.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=571,571,17,,Hwy 17 at 80 Street - W,"Highway 17 (South Fraser Perimeter Road) at 80 Street, looking west.",,W,49.140364 ,-122.995733 
https://images.drivebc.ca/bchighwaycam/pub/html/www/572.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/572.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/572.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=572,572,17,,Hwy 17 at 80 Street - E,"Highway 17 (South Fraser Perimeter Road) at 80 Street, looking east.",,E,49.140364 ,-122.995733 
https://images.drivebc.ca/bchighwaycam/pub/html/www/573.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/573.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/573.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=573,573,17,,Hwy 17 at Hwy 91 Connector - N,"Hwy 17 (South Fraser Perimeter Rd), at Hwy 91 Connector, looking north.",,N,49.148978 ,-122.953297 
https://images.drivebc.ca/bchighwaycam/pub/html/www/574.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/574.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/574.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=574,574,17,,Hwy 17 at Hwy 91 Connector - E,"Hwy 17 (South Fraser Perimeter Road), at Highway 91 Connector, looking east.",,E,49.148978 ,-122.953297 
https://images.drivebc.ca/bchighwaycam/pub/html/www/575.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/575.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/575.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=575,575,17,,Hwy 17 at Hwy 91 Connector - W,"Hwy 17 (South Fraser Perimeter Rd), at Hwy 91 Connector, looking west.",,W,49.148978 ,-122.953297 
https://images.drivebc.ca/bchighwaycam/pub/html/www/576.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/576.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/576.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=576,576,17,,Hwy 17 at Hwy 91 Connector - S,"Hwy 17 (South Fraser Perimeter Rd), at Hwy 91 Connector, looking south.",,S,49.148978 ,-122.953297 
https://images.drivebc.ca/bchighwaycam/pub/html/www/577.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/577.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/577.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=577,577,91,Alex Fraser Bridge,Hwy 91 Connector at Nordel Way - N,"Hwy 91 Connector at Nordel Way, looking north.",,N,49.145264 ,-122.937708 
https://images.drivebc.ca/bchighwaycam/pub/html/www/578.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/578.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/578.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=578,578,91,Alex Fraser Bridge,Hwy 91 Connector at Nordel Way - W,"Hwy 91 Connector at Nordel Way, looking west.",,W,49.145264 ,-122.937708 
https://images.drivebc.ca/bchighwaycam/pub/html/www/579.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/579.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/579.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=579,579,91,Alex Fraser Bridge,Hwy 91 Connector at Nordel Way - E,"Hwy 91 Connector at Nordel Way, looking east.",,E,49.145264 ,-122.937708 
https://images.drivebc.ca/bchighwaycam/pub/html/www/580.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/580.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/580.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=580,580,17,,Bridgeview Drive - W,"Highway 17 (South Fraser Perimeter Road) at Bridgeview Drive, looking west.",,W,49.213189 ,-122.861842 
https://images.drivebc.ca/bchighwaycam/pub/html/www/581.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/581.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/581.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=581,581,17,,Bridgeview Drive - E,"Highway 17 (South Fraser Perimeter Road) at Bridgeview Drive, looking east.",,E,49.213189 ,-122.861842 
https://images.drivebc.ca/bchighwaycam/pub/html/www/582.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/582.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/582.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=582,582,17,,Bridgeview Drive - S,"Highway 17 (South Fraser Perimeter Road) at Bridgeview Drive, looking south.",,S,49.213189 ,-122.861842 
https://images.drivebc.ca/bchighwaycam/pub/html/www/583.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/583.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/583.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=583,583,31A,,Retallack,"Highway 31A at Retallack between New Denver and Kaslo, looking west.",'This camera is located in a remote area and relies on solar power and satellite communications. As a result transmission delays may occur. Thank you for your understanding.',W,50.042433 ,-117.149436 
https://images.drivebc.ca/bchighwaycam/pub/html/www/584.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/584.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/584.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=584,584,1,Trans Canada Highway,Hwy 1 at Hwy 23 - N,"Highway 1 at Highway 23 in Revelstoke, looking north to Westside Road.",,N,51.003183 ,-118.225953 
https://images.drivebc.ca/bchighwaycam/pub/html/www/585.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/585.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/585.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=585,585,1,Trans Canada Highway,Hwy 1 at Hwy 23 - W,"Highway 1 at Highway 23 in Revelstoke, looking west.",,W,51.003183 ,-118.225953 
https://images.drivebc.ca/bchighwaycam/pub/html/www/586.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/586.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/586.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=586,586,1,Trans Canada Highway,Hwy 1 at Hwy 23 - E,"Highway 1 at Highway 23 in Revelstoke, looking east.",,E,51.003183 ,-118.225953 
https://images.drivebc.ca/bchighwaycam/pub/html/www/587.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/587.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/587.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=587,587,1,Trans Canada Highway,Hwy 1 at Hwy 23 - S,"Highway 1 at Highway 23 in Revelstoke, looking south to Highway 23.",,S,51.003183 ,-118.225953 
https://images.drivebc.ca/bchighwaycam/pub/html/www/588.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/588.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/588.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=588,588,1,Trans Canada Highway,Spences Bridge,"Highway 1 at the north end of Spences Bridge on the west side of the Thompson River, looking north.",,N,50.426556 ,-121.329520 
https://images.drivebc.ca/bchighwaycam/pub/html/www/589.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/589.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/589.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=589,589,97,Northern Region,Fort St. John - N,"Highway 97 at 100 Avenue in Fort St. John, looking north.",,N,56.245854 ,-120.872941 
https://images.drivebc.ca/bchighwaycam/pub/html/www/590.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/590.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/590.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=590,590,97,Northern Region,Fort St. John - NW,"Highway 97 at 100 Avenue in Fort St. John, looking northwest.",,NW,56.245854 ,-120.872941 
https://images.drivebc.ca/bchighwaycam/pub/html/www/591.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/591.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/591.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=591,591,97,Northern Region,Fort St. John - SE,"Highway 97 at 100 Avenue in Fort St. John, looking southeast.",,SE,56.245854 ,-120.872941 
https://images.drivebc.ca/bchighwaycam/pub/html/www/592.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/592.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/592.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=592,592,97,Northern Region,Fort St. John - S,"Highway 97 at 100 Avenue in Fort St. John, looking south.",,S,56.245854 ,-120.872941 
https://images.drivebc.ca/bchighwaycam/pub/html/www/593.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/593.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/593.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=593,593,16,,Kwinitsa,"Highway 16 about 70 km east of Prince Rupert, looking east.",,E,54.229647 ,-129.529994 
https://images.drivebc.ca/bchighwaycam/pub/html/www/594.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/594.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/594.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=594,594,1,Trans Canada Highway,Dufferin - W,"Highway 1 about 9 km west of Kamloops, looking west.",,W,50.655637 ,-120.388019 
https://images.drivebc.ca/bchighwaycam/pub/html/www/595.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/595.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/595.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=595,595,1,Trans Canada Highway,Dufferin - E,"Highway 1 about 9 km west of Kamloops, looking east.",,E,50.655637 ,-120.388019 
https://images.drivebc.ca/bchighwaycam/pub/html/www/596.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/596.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/596.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=596,596,99,Whistler to Lillooet,Pemberton - N,"Highway 99 at Portage Road in Pemberton, looking north.",,N,50.317186 ,-122.798492 
https://images.drivebc.ca/bchighwaycam/pub/html/www/597.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/597.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/597.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=597,597,99,Whistler to Lillooet,Pemberton - W,"Highway 99 at Portage Road in Pemberton, looking west.",,W,50.317186 ,-122.798492 
https://images.drivebc.ca/bchighwaycam/pub/html/www/598.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/598.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/598.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=598,598,99,Whistler to Lillooet,Pemberton - E,"Highway 99 at Portage Road in Pemberton, looking east.",,E,50.317186 ,-122.798492 
https://images.drivebc.ca/bchighwaycam/pub/html/www/599.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/599.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/599.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=599,599,99,Whistler to Lillooet,Pemberton - S,"Highway 99 at Portage Road in Pemberton, looking south.",,S,50.317186 ,-122.798492 
https://images.drivebc.ca/bchighwaycam/pub/html/www/600.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/600.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/600.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=600,600,28,,Crest Lake,"Hwy 28 Gold River Highway at Crest Lake, about 14 km east of Gold River, looking east.",,E,49.843371 ,-125.907967 
https://images.drivebc.ca/bchighwaycam/pub/html/www/601.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/601.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/601.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=601,601,16,,Port Edward - E,"Highway 16 at Port Edward Arterial Road, looking east.",,E,54.252322 ,-130.257814 
https://images.drivebc.ca/bchighwaycam/pub/html/www/602.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/602.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/602.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=602,602,16,,Port Edward - S,"Highway 16 at Port Edward Arterial Road, looking south.",,S,54.252322 ,-130.257814 
https://images.drivebc.ca/bchighwaycam/pub/html/www/603.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/603.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/603.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=603,603,1,Trans Canada Highway,Perry River - E,"Highway 1 about 30 km east of Sicamous near Perry River Bridge, looking east.",,E,50.994430 ,-118.696446 
https://images.drivebc.ca/bchighwaycam/pub/html/www/604.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/604.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/604.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=604,604,1,Trans Canada Highway,Perry River - W,"Highway 1 about 30 km east of Sicamous near Perry River Bridge, looking west.",,W,50.994430 ,-118.696446 
https://images.drivebc.ca/bchighwaycam/pub/html/www/605.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/605.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/605.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=605,605,5,,Halston Avenue / Paul Lake Road - N,"Highway 5 at Halston Avenue / Paul Lake Road in Kamloops, looking north.",,N,50.709632 ,-120.329770 
https://images.drivebc.ca/bchighwaycam/pub/html/www/606.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/606.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/606.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=606,606,5,,Halston Avenue / Paul Lake Road - W,"Highway 5 at Halston Avenue / Paul Lake Road in Kamloops, looking west.",,W,50.709632 ,-120.329770 
https://images.drivebc.ca/bchighwaycam/pub/html/www/607.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/607.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/607.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=607,607,5,,Halston Avenue / Paul Lake Road - E,"Highway 5 at Halston Avenue / Paul Lake Road in Kamloops, looking east to Paul Lake Road.",,E,50.709632 ,-120.329770 
https://images.drivebc.ca/bchighwaycam/pub/html/www/608.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/608.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/608.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=608,608,5,,Halston Avenue / Paul Lake Road - S,"Highway 5 at Halston Avenue / Paul Lake Road in Kamloops, looking south.",,S,50.709632 ,-120.329770 
https://images.drivebc.ca/bchighwaycam/pub/html/www/609.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/609.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/609.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=609,609,17,,Tannery Road - N,"Highway 17 (South Fraser Perimeter Road) at Tannery Road Overpass in Surrey, looking north.",,N,49.195610 ,-122.892188 
https://images.drivebc.ca/bchighwaycam/pub/html/www/610.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/610.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/610.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=610,610,17,,Tannery Road - S,"Highway 17 (South Fraser Perimeter Road) at Tannery Road Overpass in Surrey, looking south.",,S,49.195610 ,-122.892188 
https://images.drivebc.ca/bchighwaycam/pub/html/www/611.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/611.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/611.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=611,611,14,,Hwy 14 at Kangaroo Road - W,"Highway 14 at Kangaroo Road, looking west.",,W,48.392669 ,-123.599035 
https://images.drivebc.ca/bchighwaycam/pub/html/www/612.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/612.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/612.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=612,612,97,Northern Region,Sikanni Chief,"Highway 97 about 6 km south of the Sikanni River Bridge and about 175 km north of Fort St. John, looking north.",,N,57.200783 ,-122.732921 
https://images.drivebc.ca/bchighwaycam/pub/html/www/613.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/613.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/613.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=613,613,17,,Hwy 17 at 80 Street - N,"Highway 17 (South Fraser Perimeter Road) at 80 Street, looking north.",,N,49.140364 ,-122.995733 
https://images.drivebc.ca/bchighwaycam/pub/html/www/614.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/614.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/614.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=614,614,1,Horseshoe Bay to Lynn Valley,Lonsdale - N,"Highway 1 (Upper Levels Highway) at Lonsdale Avenue, looking north.",,N,49.331911 ,-123.072056 
https://images.drivebc.ca/bchighwaycam/pub/html/www/615.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/615.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/615.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=615,615,1,Horseshoe Bay to Lynn Valley,Lonsdale - W,"Highway 1 (Upper Levels Highway) at Lonsdale Avenue, looking west.",,W,49.331911 ,-123.072056 
https://images.drivebc.ca/bchighwaycam/pub/html/www/616.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/616.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/616.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=616,616,1,Horseshoe Bay to Lynn Valley,Lonsdale - E,"Highway 1 (Upper Levels Highway) at Lonsdale Avenue, looking east.",,E,49.331911 ,-123.072056 
https://images.drivebc.ca/bchighwaycam/pub/html/www/617.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/617.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/617.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=617,617,1,Horseshoe Bay to Lynn Valley,Lonsdale - S,"Highway 1 (Upper Levels Highway) at Lonsdale Avenue, looking south.",,S,49.331911 ,-123.072056 
https://images.drivebc.ca/bchighwaycam/pub/html/www/618.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/618.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/618.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=618,618,1,Horseshoe Bay to Lynn Valley,Westview - N,"Highway 1 (Upper Levels Highway) at Westview Drive, looking north.",,N,49.332011 ,-123.088139 
https://images.drivebc.ca/bchighwaycam/pub/html/www/619.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/619.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/619.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=619,619,1,Horseshoe Bay to Lynn Valley,Westview - W,"Highway 1 (Upper Levels Highway) at Westview Drive, looking west.",,W,49.332011 ,-123.088139 
https://images.drivebc.ca/bchighwaycam/pub/html/www/620.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/620.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/620.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=620,620,1,Horseshoe Bay to Lynn Valley,Westview - E,"Highway 1 (Upper Levels Highway) at Westview Drive, looking east.",,E,49.332011 ,-123.088139 
https://images.drivebc.ca/bchighwaycam/pub/html/www/621.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/621.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/621.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=621,621,1,Horseshoe Bay to Lynn Valley,Westview - S,"Highway 1 (Upper Levels Highway) at Westview Drive, looking south.",,S,49.332011 ,-123.088139 
https://images.drivebc.ca/bchighwaycam/pub/html/www/622.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/622.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/622.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=622,622,1,Horseshoe Bay to Lynn Valley,Capilano - N,"Highway 1 (Upper Levels Highway) at Capilano Road, looking north.",,N,49.332622 ,-123.115036 
https://images.drivebc.ca/bchighwaycam/pub/html/www/623.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/623.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/623.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=623,623,1,Horseshoe Bay to Lynn Valley,Capilano - W,"Highway 1 (Upper Levels Highway) at Capilano Road, looking west.",,W,49.332622 ,-123.115036 
https://images.drivebc.ca/bchighwaycam/pub/html/www/624.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/624.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/624.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=624,624,1,Horseshoe Bay to Lynn Valley,Capilano - E,"Highway 1 (Upper Levels Highway) at Capilano Road, looking east.",,E,49.332622 ,-123.115036 
https://images.drivebc.ca/bchighwaycam/pub/html/www/625.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/625.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/625.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=625,625,1,Horseshoe Bay to Lynn Valley,Capilano - S,"Highway 1 (Upper Levels Highway) at Capilano Road, looking south.",,S,49.332622 ,-123.115036 
https://images.drivebc.ca/bchighwaycam/pub/html/www/626.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/626.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/626.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=626,626,6,,Ymir,"Highway 6 in Ymir at First Avenue, looking south.",,S,49.278250 ,-117.211820 
https://images.drivebc.ca/bchighwaycam/pub/html/www/627.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/627.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/627.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=627,627,6,,Playmor Junction - N,"Highway 6 and Highway 3A at Playmor Junction, looking north.",,N,49.441787 ,-117.535861 
https://images.drivebc.ca/bchighwaycam/pub/html/www/628.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/628.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/628.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=628,628,6,,Playmor Junction - W,"Highway 6 and Highway 3A at Playmor Junction, looking west.",,W,49.441787 ,-117.535861 
https://images.drivebc.ca/bchighwaycam/pub/html/www/629.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/629.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/629.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=629,629,1,Fraser Valley,Evans Road - S,"Highway 1 at Evans Road overpass near Chilliwack, looking south.",,S,49.143556 ,-121.977790 
https://images.drivebc.ca/bchighwaycam/pub/html/www/630.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/630.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/630.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=630,630,6,,Playmor Junction - S,"Highway 6 and Highway 3A at Playmor Junction, looking south.",,S,49.441787 ,-117.535861 
https://images.drivebc.ca/bchighwaycam/pub/html/www/631.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/631.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/631.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=631,631,3,,Moyie Lake,"Highway 3 near the south end of Moyie Lake, looking north.",,N,49.319300 ,-115.827997 
https://images.drivebc.ca/bchighwaycam/pub/html/www/632.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/632.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/632.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=632,632,3A,,Sanca Creek,"Highway 3A about 1.6 km south of Sanca Creek Bridge, looking south.",,S,49.368869 ,-116.727242 
https://images.drivebc.ca/bchighwaycam/pub/html/www/633.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/633.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/633.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=633,633,31,,Cooper Creek,"Highway 31 at Duncan Lake Road about 35 km north of Kaslo, looking south.",,S,50.196275 ,-116.960144 
https://images.drivebc.ca/bchighwaycam/pub/html/www/634.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/634.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/634.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=634,634,97,Southern Interior Region,Kaleden - N,"Highway 97 at Highway 3A junction just south of Kaleden Weigh Scale, looking north.",,N,49.383442 ,-119.610167 
https://images.drivebc.ca/bchighwaycam/pub/html/www/635.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/635.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/635.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=635,635,97,Southern Interior Region,Kaleden - W,"Highway 97 at Highway 3A junction just south of Kaleden Weigh Scale, looking west.",,W,49.383442 ,-119.610167 
https://images.drivebc.ca/bchighwaycam/pub/html/www/636.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/636.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/636.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=636,636,97,Southern Interior Region,Kaleden - S,"Highway 97 at Highway 3A junction just south of Kaleden Weigh Scale, looking south.",,S,49.383442 ,-119.610167 
https://images.drivebc.ca/bchighwaycam/pub/html/www/637.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/637.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/637.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=637,637,97,Southern Interior Region,Highway 97 at Highway 97C - N,"Highway 97 at Highway 97C junction about 5 km south of Westbank, looking north.",,N,49.804376 ,-119.665134 
https://images.drivebc.ca/bchighwaycam/pub/html/www/638.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/638.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/638.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=638,638,97,Southern Interior Region,Highway 97 at Highway 97C - W,"Highway 97 at Highway 97C junction about 5 km south of Westbank, looking west.",,W,49.804376 ,-119.665134 
