links_bchighwaycam,links_imageDisplay,links_imageThumbnail,links_replayTheDay,id,highway_number,highway_locationDescription,camName,caption,credit,orientation,latitude,longitude
https://images.drivebc.ca/bchighwaycam/pub/html/www/2.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/2.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/2.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=2,2,5,Coquihalla,Coquihalla Great Bear Snowshed - N,"Highway 5 at the Great Bear Snowshed, looking north.",,N,49.596374 ,-121.159832 
https://images.drivebc.ca/bchighwaycam/pub/html/www/5.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/5.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/5.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=5,5,3,,Kootenay Pass,"Highway 3 at Salmo Creston Highway Summit, looking east.",,E,49.058727 ,-117.040771 
https://images.drivebc.ca/bchighwaycam/pub/html/www/6.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/6.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/6.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=6,6,16,,Smithers - N,"Highway 16 at Main Street in Smithers, looking north.",,N,54.781926 ,-127.166540 
https://images.drivebc.ca/bchighwaycam/pub/html/www/7.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/7.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/7.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=7,7,1,Fraser Valley,Cole Road - E,"Highway 1 at Cole Road Rest Area, looking east.",,E,49.057500 ,-122.177000 
https://images.drivebc.ca/bchighwaycam/pub/html/www/8.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/8.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/8.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=8,8,1,Vancouver Island,Malahat Drive - N,"Highway 1 at South Shawnigan Lake Road, looking north.",,N,48.561231 ,-123.569743 
https://images.drivebc.ca/bchighwaycam/pub/html/www/9.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/9.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/9.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=9,9,19,,Nanaimo Parkway,"Highway 19 at College Drive, looking north.",,N,49.153005 ,-123.971960 
https://images.drivebc.ca/bchighwaycam/pub/html/www/10.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/10.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/10.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=10,10,97,Northern Region,South Taylor Hill - N,"Highway 97 about 20 km south of Fort St. John at South Taylor Hill, looking north.",,N,56.094910 ,-120.642756 
https://images.drivebc.ca/bchighwaycam/pub/html/www/11.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/11.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/11.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=11,11,1,Trans Canada Highway,Revelstoke,"Highway 1 at east end of Columbia River Bridge in Revelstoke, looking eastbound.",,E,51.007261 ,-118.218330 
https://images.drivebc.ca/bchighwaycam/pub/html/www/12.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/12.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/12.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=12,12,1,Trans Canada Highway,Three Valley Gap - E,"Highway 1 about 20 km west of Revelstoke near Three Valley Gap, looking east.",,E,50.927658 ,-118.474685 
https://images.drivebc.ca/bchighwaycam/pub/html/www/13.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/13.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/13.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=13,13,99,Peace Arch Border Crossing,Peace Arch,"Highway 99 at Peace Arch border crossing, looking north.",,N,49.001268 ,-122.756658 
https://images.drivebc.ca/bchighwaycam/pub/html/www/14.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/14.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/14.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=14,14,99,Peace Arch Border Crossing,Beach Road - N,"Highway 99 at Canada/USA border, looking north.",,N,49.007404 ,-122.757891 
https://images.drivebc.ca/bchighwaycam/pub/html/www/15.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/15.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/15.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=15,15,15,Canada/US Border Crossing,Pacific Border Crossing,"Pacific Crossing at the Canada/USA border, looking north.",,N,49.003040 ,-122.735633 
https://images.drivebc.ca/bchighwaycam/pub/html/www/16.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/16.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/16.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=16,16,15,Canada/US Border Crossing,Second Avenue - N,"Pacific Crossing at 2 Avenue, looking north.",,N,49.006636 ,-122.735080 
https://images.drivebc.ca/bchighwaycam/pub/html/www/17.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/17.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/17.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=17,17,99,Lions Gate Bridge/Marine Drive,Causeway,"Stanley Park Causeway at Stanley Park entrance, looking north.",'* Views may switch between north and south for monitoring of traffic flow.<br> Counterflow operations in effect for Lions Gate Bridge -<a href="https://www2.gov.bc.ca/gov/content?id=859F1B6A4CD74BBFA27C67A438A3B899" target="_blank">read more here</a>.<br>',N,49.295792 ,-123.136640 
https://images.drivebc.ca/bchighwaycam/pub/html/www/18.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/18.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/18.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=18,18,99,Lions Gate Bridge/Marine Drive,LGB North End 1,"Lions Gate Bridge north end, looking south.",'Counterflow operations in effect for Lions Gate Bridge -<a href="https://www2.gov.bc.ca/gov/content?id=859F1B6A4CD74BBFA27C67A438A3B899" target="_blank">read more here</a>.<br>',S,49.324198 ,-123.130153 
https://images.drivebc.ca/bchighwaycam/pub/html/www/19.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/19.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/19.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=19,19,99,Lions Gate Bridge/Marine Drive,Georgia Street,"Georgia Street at Chilco, looking south.",'Counterflow operations in effect for Lions Gate Bridge -<a href="https://www2.gov.bc.ca/gov/content?id=859F1B6A4CD74BBFA27C67A438A3B899" target="_blank">read more here</a>.<br>',S,49.294533 ,-123.136907 
https://images.drivebc.ca/bchighwaycam/pub/html/www/20.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/20.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/20.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=20,20,99,Lions Gate Bridge/Marine Drive,LGB North End 2,"Lions Gate Bridge north end, looking north.",'Counterflow operations in effect for Lions Gate Bridge -<a href="https://www2.gov.bc.ca/gov/content?id=859F1B6A4CD74BBFA27C67A438A3B899" target="_blank">read more here</a>.<br>',N,49.324198 ,-123.130153 
https://images.drivebc.ca/bchighwaycam/pub/html/www/21.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/21.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/21.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=21,21,99,Lions Gate Bridge/Marine Drive,Taylor Way,"Taylor Way at Marine Drive, looking north on Taylor Way.",'<a href="https://www2.gov.bc.ca/gov/content?id=859F1B6A4CD74BBFA27C67A438A3B899" target="_blank">Counterflow operations</a> in effect for Lions Gate Bridge.<br>',N,49.327636 ,-123.134727 
https://images.drivebc.ca/bchighwaycam/pub/html/www/22.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/22.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/22.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=22,22,99,Lions Gate Bridge/Marine Drive,Marine Drive,"Marine Drive at Taylor Way, looking east toward Lions Gate Bridge.",'<a href="https://www2.gov.bc.ca/gov/content?id=859F1B6A4CD74BBFA27C67A438A3B899" target="_blank">Counterflow operations</a> in effect for Lions Gate Bridge.',E,49.327125 ,-123.132968 
https://images.drivebc.ca/bchighwaycam/pub/html/www/29.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/29.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/29.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=29,29,99,George Massey Tunnel,Steveston,"Highway 99 at Steveston interchange, looking south.*",'* View will change temporarily when operators monitor incidents and traffic flow.',S,49.133216 ,-123.087333 
https://images.drivebc.ca/bchighwaycam/pub/html/www/30.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/30.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/30.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=30,30,99,George Massey Tunnel,Deas,"Highway 99 north of Highway 17A overpass, looking north*.",'* View will change temporarily when operators monitor incidents and traffic flow.',N,49.110352 ,-123.062364 
https://images.drivebc.ca/bchighwaycam/pub/html/www/31.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/31.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/31.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=31,31,99,George Massey Tunnel,South Approach,"Highway 99 north of Highway 17A overpass, looking north.",'* View will change temporarily when operators monitor incidents and traffic flow.',N,49.109070 ,-123.058220 
https://images.drivebc.ca/bchighwaycam/pub/html/www/32.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/32.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/32.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=32,32,99,George Massey Tunnel,Blundell - S,"Highway 99 between Blundell Road overpass and Steveston off-ramp, looking south.",'* View may temporarily change when operators monitor incidents and traffic flow.',S,49.155586 ,-123.087137 
https://images.drivebc.ca/bchighwaycam/pub/html/www/33.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/33.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/33.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=33,33,99,George Massey Tunnel,Hwy 17A Overpass,"Highway 99 from Highway 17A overpass, looking northbound.",'* View will change temporarily when operators monitor incidents and traffic flow.',N,49.107250 ,-123.055702 
https://images.drivebc.ca/bchighwaycam/pub/html/www/34.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/34.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/34.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=34,34,99,George Massey Tunnel,Works Yard,"Highway 99 at Delta Works Yard, looking north*.",'* View will change temporarily when operators monitor incidents and traffic flow.',N,49.103021 ,-123.046128 
https://images.drivebc.ca/bchighwaycam/pub/html/www/36.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/36.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/36.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=36,36,1,Ironworkers Memorial Bridge to Port Mann,Cassiar Tunnel,"Highway 1 at the Cassiar Tunnel south end, looking south.",,S,49.277296 ,-123.031179 
https://images.drivebc.ca/bchighwaycam/pub/html/www/41.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/41.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/41.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=41,41,97C,,Elkhart - W,"Highway 97C (Okanagan Connector) about 25 km east of Highway 5A and Highway 97C junction, looking west.",,W,49.895795 ,-120.354209 
https://images.drivebc.ca/bchighwaycam/pub/html/www/48.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/48.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/48.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=48,48,0,Cowichan Lake,South Cowichan Lake,"South Shore Road at Pacific Marine Road, looking south.",,S,48.808232 ,-124.127319 
https://images.drivebc.ca/bchighwaycam/pub/html/www/53.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/53.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/53.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=53,53,97,Southern Interior Region,Begbie Summit,"Highway 97 at Lookout Road near Begbie Summit about 21 km south of 100 Mile House, looking north.",,N,51.479446 ,-121.369839 
https://images.drivebc.ca/bchighwaycam/pub/html/www/54.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/54.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/54.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=54,54,1,Fraser Valley,Bradner Road,"Highway 1 near Bradner Road, looking east.",,E,49.075325 ,-122.426195 
https://images.drivebc.ca/bchighwaycam/pub/html/www/55.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/55.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/55.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=55,55,97,Southern Interior Region,Dragon Lake - S,"Highway 97 at Sales Road about 10 km south of Quesnel, looking south.",,S,52.937144 ,-122.445513 
https://images.drivebc.ca/bchighwaycam/pub/html/www/56.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/56.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/56.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=56,56,5,Coquihalla,Helmer Lake,"Highway 5 about 24 km north of Merritt at Helmer Interchange, looking north.",,N,50.320743 ,-120.637082 
https://images.drivebc.ca/bchighwaycam/pub/html/www/57.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/57.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/57.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=57,57,97,Southern Interior Region,Kalamalka Lookout,"Highway 97 at Vista Road turnoff south of Vernon, looking north.",,N,50.212062 ,-119.305460 
https://images.drivebc.ca/bchighwaycam/pub/html/www/58.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/58.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/58.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=58,58,5,Coquihalla,Larson Hill - N,"Highway 5 about 36 km south of Merritt at Larson Hill, looking north.",,N,49.830003 ,-120.935833 
https://images.drivebc.ca/bchighwaycam/pub/html/www/59.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/59.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/59.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=59,59,1,Trans Canada Highway,Sicamous - W,"Highway 1 east of Sicamous at Cambie Road/Solsqua Road, looking west.",,W,50.891691 ,-118.868384 
https://images.drivebc.ca/bchighwaycam/pub/html/www/60.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/60.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/60.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=60,60,3,,Morrissey,"Highway 3 about 10 km south of Fernie at Morrissey Junction, looking north.",,N,49.390783 ,-115.023035 
https://images.drivebc.ca/bchighwaycam/pub/html/www/61.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/61.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/61.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=61,61,5,Coquihalla,Walloper,"Highway 5 about 30 km south of Kamloops, looking south.",,S,50.528942 ,-120.480082 
https://images.drivebc.ca/bchighwaycam/pub/html/www/64.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/64.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/64.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=64,64,3,,Anarchist,"Highway 3 about 9 km west of the Anarchist Summit, looking east.",,E,49.005143 ,-119.314699 
https://images.drivebc.ca/bchighwaycam/pub/html/www/65.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/65.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/65.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=65,65,3,,Allison Pass - E,"Highway 3 about 10 km west of Manning Park resort area at Allison Pass, looking east.",'This camera is located in a remote area and relies on satellite for communications. As a result transmission delays may occur. Thank you for your understanding.',E,49.116000 ,-120.867000 
https://images.drivebc.ca/bchighwaycam/pub/html/www/66.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/66.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/66.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=66,66,99,Oak Street Bridge - Richmond,Hwy 99 at Shell Road,"Highway 99 at Shell Road, approaching Oak Street Bridge, looking north.",,N,49.181794 ,-123.103006 
https://images.drivebc.ca/bchighwaycam/pub/html/www/71.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/71.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/71.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=71,71,1,Ironworkers Memorial Bridge to Port Mann,Ironworkers South westbound,"Highway 1 at the south end of Ironworkers Memorial Bridge, looking westbound towards the North Shore.",,N,49.291439 ,-123.025950 
https://images.drivebc.ca/bchighwaycam/pub/html/www/72.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/72.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/72.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=72,72,1,Ironworkers Memorial Bridge to Port Mann,Ironworkers midspan,"Highway 1 at mid-span on the Ironworkers Memorial Bridge, looking south.",,S,49.296633 ,-123.026355 
https://images.drivebc.ca/bchighwaycam/pub/html/www/73.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/73.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/73.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=73,73,1,Ironworkers Memorial Bridge to Port Mann,Ironworkers North - S,"Highway 1 at the north end of Ironworkers Memorial Bridge, looking south.",,S,49.304218 ,-123.026867 
https://images.drivebc.ca/bchighwaycam/pub/html/www/77.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/77.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/77.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=77,77,16,,Hungry Hill - SE,"Highway 16 about 14 km northwest of Houston at Anderson Road, looking southeast.",,SE,54.481808 ,-126.744089 
https://images.drivebc.ca/bchighwaycam/pub/html/www/78.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/78.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/78.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=78,78,97,Southern Interior Region,Enterprise - N,"Highway 97 about 37 km south of Williams Lake, looking north.",,N,51.961671 ,-121.793061 
https://images.drivebc.ca/bchighwaycam/pub/html/www/79.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/79.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/79.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=79,79,10,,Hwy 10 at 152 Street - N,"Highway 10 at 152 Street, looking north.",,N,49.104347 ,-122.801200 
https://images.drivebc.ca/bchighwaycam/pub/html/www/80.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/80.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/80.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=80,80,10,,Hwy 10 at 152 Street - E,"Highway 10 at 152 Street, looking east.",,E,49.104347 ,-122.801200 
https://images.drivebc.ca/bchighwaycam/pub/html/www/81.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/81.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/81.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=81,81,10,,Hwy 10 at 152 Street - S,"Highway 10 at 152 Street, looking south.",,S,49.104347 ,-122.801200 
https://images.drivebc.ca/bchighwaycam/pub/html/www/82.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/82.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/82.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=82,82,10,,Hwy 10 at 152 Street - W,"Highway 10 at 152 Street, looking west.",,W,49.104347 ,-122.801200 
https://images.drivebc.ca/bchighwaycam/pub/html/www/83.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/83.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/83.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=83,83,15,South Surrey - Whiterock,Hwy 15 at Hwy 10 - N,"Highway 15 at Highway 10, looking north onto Highway 15.",,N,49.104013 ,-122.738501 
https://images.drivebc.ca/bchighwaycam/pub/html/www/84.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/84.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/84.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=84,84,15,South Surrey - Whiterock,Hwy 15 at Hwy 10 - E,"Highway 15 at Highway 10, looking east onto Highway 10.",,E,49.104013 ,-122.738501 
https://images.drivebc.ca/bchighwaycam/pub/html/www/85.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/85.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/85.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=85,85,15,South Surrey - Whiterock,Hwy 15 at Hwy 10 - S,"Highway 15 at Highway 10, looking south onto Highway 15.",,S,49.104013 ,-122.738501 
https://images.drivebc.ca/bchighwaycam/pub/html/www/86.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/86.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/86.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=86,86,15,South Surrey - Whiterock,Hwy 15 at Fraser Highway - N,"Highway 15 at Fraser Highway (1A) looking north.",,N,49.138254 ,-122.734876 
https://images.drivebc.ca/bchighwaycam/pub/html/www/87.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/87.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/87.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=87,87,91A,New Westminster / Queensborough,Hwy 91A at Queensborough Bridge - E,"Highway 91A at the north end of Queensborough Bridge, looking east.",,E,49.197791 ,-122.950087 
https://images.drivebc.ca/bchighwaycam/pub/html/www/88.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/88.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/88.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=88,88,91A,New Westminster / Queensborough,Hwy 91A at Queensborough Bridge - S,"Highway 91A at the north end of Queensborough Bridge, looking south.",,S,49.197791 ,-122.950087 
https://images.drivebc.ca/bchighwaycam/pub/html/www/89.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/89.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/89.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=89,89,91A,New Westminster / Queensborough,Hwy 91A at Boundary Road - E,"Highway 91A at Boundary Road, looking east.",,E,49.183157 ,-122.957148 
https://images.drivebc.ca/bchighwaycam/pub/html/www/90.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/90.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/90.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=90,90,91A,New Westminster / Queensborough,Hwy 91A at Boundary Road - W,"Highway 91A at Boundary Road, looking west.",,W,49.183157 ,-122.957148 
https://images.drivebc.ca/bchighwaycam/pub/html/www/91.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/91.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/91.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=91,91,91,Alex Fraser Bridge,Alex Fraser Bridge - N,"Alex Fraser Bridge, mid-span, looking north.",,N,49.157778 ,-122.942054 
https://images.drivebc.ca/bchighwaycam/pub/html/www/92.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/92.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/92.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=92,92,91,Alex Fraser Bridge,Alex Fraser Bridge - S,"Alex Fraser Bridge, mid-span, looking south.",,S,49.157778 ,-122.942054 
https://images.drivebc.ca/bchighwaycam/pub/html/www/93.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/93.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/93.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=93,93,15,South Surrey - Whiterock,Hwy 15 at Fraser Highway - SE,"Highway 15 at Fraser Highway (1A) looking southeast.",,SE,49.138254 ,-122.734876 
https://images.drivebc.ca/bchighwaycam/pub/html/www/94.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/94.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/94.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=94,94,15,South Surrey - Whiterock,Hwy 15 at Fraser Highway - S,"Highway 15 at Fraser Highway (1A) looking south.",,S,49.138254 ,-122.734876 
https://images.drivebc.ca/bchighwaycam/pub/html/www/95.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/95.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/95.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=95,95,15,South Surrey - Whiterock,Hwy 15 at Fraser Highway - NW,"Highway 15 at Fraser Highway (1A) looking northwest.",,NW,49.138254 ,-122.734876 
https://images.drivebc.ca/bchighwaycam/pub/html/www/96.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/96.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/96.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=96,96,97C,,Brenda Mine - E,"Highway 97C (Okanagan Connector) about 22 km west of Highway 97 and Highway 97C Junction, looking east.",'Camera power provided by Brenda Mines.',E,49.869670 ,-119.937000 
https://images.drivebc.ca/bchighwaycam/pub/html/www/97.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/97.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/97.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=97,97,16,,Bednesti Lake - W,"Highway 16 at Bobtail Forest Road near Bednesti Lake between Prince George and Vanderhoof, looking west.",,W,53.880911 ,-123.409617 
https://images.drivebc.ca/bchighwaycam/pub/html/www/98.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/98.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/98.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=98,98,16,,Peden Hill at Davis Road,"Highway 16 at Davis Road in Prince George, looking eastbound.",,E,53.874119 ,-122.778505 
https://images.drivebc.ca/bchighwaycam/pub/html/www/99.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/99.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/99.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=99,99,16,,Peden Hill at Vance Road,"Highway 16 at Vance Road in Prince George, looking westbound.",,W,53.880805 ,-122.770503 
